step,total_loss,learning_rate,beats_features,whisper_features
16,2.57421875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm a bad boy! I'm a bad boy! I'm a bad boy!
17,2.677734375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm a bad boy! I'm a bad boy! I'm a bad boy!
18,2.908203125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
19,3.046875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm a bad boy! I'm a bad boy! I'm a bad boy!
20,2.865234375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm a bad boy! I'm a bad boy! I'm a bad boy!
21,3.103515625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry! I'm sorry! I'm sorry!
22,2.7578125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry! I'm sorry! I'm sorry!
23,2.412109375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry! I'm sorry! I'm sorry!
24,3.220703125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry! I'm sorry! I'm sorry!
25,3.12109375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
26,2.521484375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
27,3.390625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
28,2.529296875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
29,2.34765625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
30,2.7109375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
31,2.443359375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
32,2.490234375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry.
33,2.73828125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
34,2.560546875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
35,2.25390625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
36,2.080078125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry!
37,2.466796875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", China! China!
38,2.154296875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/06wzb']", I'm sorry!
39,2.384765625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
40,2.255859375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
41,2.53125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
42,2.310546875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate! I'm not a pirate!
43,2.37109375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm sorry!
44,1.9423828125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm sorry!
45,2.404296875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm sorry!
46,1.904296875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm sorry!
47,1.8779296875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm sorry!
48,2.47265625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm sorry!
49,2.357421875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a racist! I'm not a racist! I'm not a racist!
50,2.1640625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a racist! I'm not a racist! I'm not a racist!
51,2.126953125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
52,2.177734375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
53,2.18359375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
54,1.8896484375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
55,2.435546875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
56,2.27734375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", People! Germany! China! Germany! China!
57,1.8115234375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", People! Not men! China! Germany!
58,2.162109375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", People! Not men! China! Germany!
59,1.8125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", People! Not Canada! Not Canada! Not Canada!
60,1.9931640625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", People! Germany! China! Germany! China!
61,2.373046875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", People! Not Canada! Canada! Canada!
62,1.984375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a woman! I'm not a man! I'm not a woman! I'm not a man! I'm not a woman! I'm not a man! I'm not a woman!
63,2.259765625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a woman! I'm not a man! I'm not a woman! I'm not a man! I'm not a woman! I'm not a man! I'm not a woman!
64,1.9765625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
65,2.515625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
66,2.341796875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
67,2.17578125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
68,1.962890625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
69,2.3359375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China!
70,2.0234375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", I'm not a man! I'm not a man! I'm not a man!
71,2.1328125,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China!
72,1.6669921875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China!
73,1.9208984375,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China!
74,1.669921875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China!
75,2.044921875,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China!
76,2.619140625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China! China!
77,1.9619140625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China!
78,1.7119140625,0.01,"['/m/07rgkc5', '/m/0chx_', '/m/07qlf79', '/m/0cj0r', '/m/096m7z']", China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China! China!
